,rosen_rs,rosen_es,rosen_ns,rosen_qd,rosen_me,rastrigin_rs,rastrigin_es,rastrigin_ns,rastrigin_qd,rastrigin_me,ackley_rs,ackley_es,ackley_ns,ackley_qd,ackley_me
0,0.08854210448992993,0.003798134447172054,0.4201847701416223,0.059387238136248674,0.01733034035563995,1.576337189449589,9.949612868851181,2.0680203073511514,0.14234426535880473,1.023297808654057,2.430417152951442,2.5820650098006013,0.763824112415783,0.01337904236601517,0.05762909800877836
1,0.008706242047041018,4.5008004733786455,0.010439318195847024,0.004570861961129496,0.05161566733071609,1.350553550493693,0.9949958800418628,0.5192548397758294,1.6159476338656944,0.08506934387022369,0.6988862564533918,3.576684162472759,1.625823494566884,0.029299980880836074,0.17335628059360175
2,0.16526125047501572,0.017138130886277768,0.02108363600424043,0.13844547476845392,0.05515513164394882,1.6666872435192204,8.954699133519236,1.0015820351079867,0.1265212729739673,0.8157879070369844,0.7168300275136161,7.962855612053236,0.9982004381445577,0.06339581741482903,0.3013941386656249
3,0.5292968825077152,0.5637002465664404,0.1664687016176529,0.022139614676191903,0.020719846811862584,1.0229065686450234,3.979883347461403,5.124784363991569,1.0512553645671971,0.0483263050663858,0.299070729922601,7.9622876777412515,2.6642305684914795,0.001503636891030169,0.19686348912943785
4,0.01018714344034972,0.5828180839752644,0.0021729232251729534,0.06714812422057792,0.1984730291135796,1.677277270308494,12.934445827966998,3.193866064844311,2.1738517211157884,0.7749576908682805,0.3378463593466954,9.353261156700166,1.4553002228747403,0.004963403445316317,0.09378647118079542
5,0.1853747556269438,0.5702710836724629,0.026852976106703577,0.140046638628968,0.02191347825949541,0.8865934617575881,3.979850093463721,0.7520010974364837,3.895008771508536,0.17740878971843443,1.1436849051020772,5.383689984852147,1.2123289663747734,0.027413402226745376,0.2247545470592982
6,0.6431256426503387,0.22701313151628527,0.006298265734164448,0.037593972592710564,0.015675638847196062,0.498576075952208,9.949682857258551,1.395937469425803,0.9979695114772511,0.5174671377489695,0.7606489620195518,9.001105779268803,0.03486666983905451,0.06031050664709525,0.20472238698807388
7,0.027677140598740192,0.004490223531621825,0.0013906470683746524,0.0073507764423929286,0.1827632209249325,1.4115351158437193,24.873854492111057,3.6458434280939116,2.0417392263302325,0.6568776236689438,0.5159038009809009,5.383875693420098,1.2698408824935719,0.13893223863353654,0.07715657781101015
8,0.107618620521046,0.5891890915322194,0.04630145325296615,0.02254755860958003,0.0267123637953422,2.01998963435301,7.959674395484079,1.1760007636584149,1.8791438241140916,1.441898774890653,0.9252514571605346,7.182015963936124,2.5831996148868868,0.01887259645713968,0.48592446135165446
9,0.6847084103495162,4.2382732548834845,0.181424351869096,0.16591812473749218,0.07873576437034244,1.0943317880108445,12.934436949639034,2.325433796108797,1.2572586678942912,1.2358356872672118,1.2858329988204282,6.8829694990137344,0.7885461229573494,0.056367758456602246,0.9084117094438753
