,rosen_rs,rosen_es,rosen_nses,rosen_qdes,rosen_me,rosen_cmaes,rastrigin_rs,rastrigin_es,rastrigin_nses,rastrigin_qdes,rastrigin_me,rastrigin_cmaes,ackley_rs,ackley_es,ackley_nses,ackley_qdes,ackley_me,ackley_cmaes,square_rs,square_es,square_nses,square_qdes,square_me,square_cmaes
0,0.3947152713782028,0.5881263730883509,0.2640084578507627,0.0008743167677306514,0.02592626050332489,0.0,1.1284608525817106,15.92223939581976,1.1256998845353934,12.934781615439586,0.5487928155591462,0.0,0.9860293997057887,2.580073501354722,1.1860734420077925,0.0009946538219587353,0.6142802584493836,0.0,0.0047322276099600324,2.473788687600659e-05,0.04471832956255009,3.0983006601186657e-05,0.0014413387018309836,0.0
1,0.3480692518673935,0.5785736767987555,0.8761874428305149,0.0005991690392361628,0.0511541091287305,0.0,0.3852599441051545,12.934476141974168,0.05153741527726652,19.89924328421311,1.5222386483962538,0.0,0.08968416205755148,8.617298287869259,2.72437526465022,5.381984622046584,0.10184403229348504,0.0,0.04433835645910608,2.3813182767642385e-07,0.6740157336999164,1.4313511879264245e-06,0.0009197161192282939,0.0
2,0.12377015065697172,0.5750951377306524,0.09267878621651085,0.0032526453892155766,0.010057330115523648,0.0,1.5003551777696913,12.934455007546775,0.19994326549220176,24.87478881977227,0.7913534143232752,0.0,0.12691889579001625,7.181982049509344,1.943495606968657,10.120373750933462,0.30477729809878795,0.0,0.0002972896402154687,1.8785050488669233e-07,0.14046853595891956,2.2525227586294488e-05,0.019052014870634845,0.0
3,0.15234308477970304,0.3954760056003091,0.912714758625774,0.0069345245157733555,0.030574422699496114,0.0,1.043603133806002,0.9949606617641855,1.1132823278034465,0.9950714233858804,0.09899565320781534,4.974790247647377,0.49188681094288356,6.559881367030123,5.010388288318595,7.961770962121641,0.4237336882031215,0.0,0.010375213843181129,1.3912709960631299e-08,0.49351489413986704,1.7530200878432022e-05,0.007454854680489596,0.0
4,0.058545408342384045,8.887882336689335,0.00810678492493597,0.003989538096877798,0.009048891378338511,0.0,2.002884141511668,17.909245379839795,1.6958082661634784,3.9798493866705726,1.709156666706562,12.934432432041095,0.7171455601987269,9.362829366608134,1.6895867057726015,8.813199650407583,0.18455170234360097,0.0,0.027679865175880572,3.874180459867652e-05,0.2202142371555756,2.233703056789084e-06,0.008753906225094971,0.0
5,0.8255016030725824,0.6013592953127009,0.02059428298248962,0.002148940722439098,0.047760379295698444,0.0,0.8514478093234921,24.87991661839689,3.0558047181230776,8.954613040023437,1.7508259984706918,0.9949590570932898,1.217299232651147,9.370091743341177,0.45774833454450814,7.180992274218376,0.1187575638351781,0.0,0.05850922517406888,4.35203627464921e-07,0.0009032186325018286,2.6858019653591962e-05,0.00906947144291112,3.6497466112489466e-05
6,0.04660047931349813,0.0003629156304868087,0.005995313655531406,0.0022518113952112524,0.012986898438087873,0.0,1.690108625106248,1.9899283665698348,2.038448884671464,0.9953505729590049,0.8512998595723396,4.974790247647377,0.5770352156309357,8.823060487884964,2.6488408827835386,7.180992552683737,0.1971981270672778,0.0,0.005226589546035826,3.4967761809202085e-05,0.5646799586116495,1.1016947576809623e-06,0.012848303177127126,0.0
7,0.050643534258737126,0.6063958628944983,0.04288957635958066,0.0003132962437668874,0.0875158136536115,0.0,1.3417492269472149,8.954630610577315,0.33021218218376447,4.975427360853015,0.19288082534841067,0.0,0.40018865081316335,6.883274133178201,3.9966819550462525,2.5826071676621467,0.6454685740686656,0.0,0.01829472092885576,2.680232272133143e-05,0.037203711391952846,8.811785397561409e-07,0.0025783387223947823,0.0
8,0.029225236376866793,0.2166749597881581,0.12292477046587613,0.0030955632207107864,0.007055682626687128,0.0,1.342036736154327,24.917961734935197,1.1649775942882634,9.950705559205115,0.7764821575195668,0.0,0.9673095903191467,3.5771292067811125,1.2572165418497008,0.001395597847199781,0.1408746903099285,0.0,0.0337517200398003,1.2233054675200547e-08,0.0009353209523273608,3.728083447984006e-05,0.0011410202913426936,3.981871436172547e-05
9,0.1334013732027626,0.48158276092698443,0.016089180264292784,0.00019993730847743486,0.07607527485690208,0.0,1.0258177023237565,9.94957925266392,0.6066144516170269,7.959717413445748,1.3646510488698667,17.909202482974017,0.21846207478494506,6.882755052061746,3.152110458813823,6.882669102166975,0.6966319550599458,0.0,0.0005598147575770948,4.1302816854346525e-05,0.005883999322682664,7.357442451249794e-06,0.0053253458008535514,0.0
